common_name	source_id	pd_id
PALOVAROTENE	PALOVAROTENE	pd_6610
PAMAPIMOD	PAMAPIMOD	pd_6611
PAMIDRONATE DISODIUM	PAMIDRONATE DISODIUM	pd_6612
PAMIDRONIC ACID	PAMIDRONIC ACID	pd_6613
PAMOIC ACID	PAMOIC ACID	pd_6614
PAMREVLUMAB	PAMREVLUMAB	pd_6615
PANCREATIC POLYPEPTIDE	PANCREATIC POLYPEPTIDE	pd_6616
PANCURONIUM	PANCURONIUM	pd_6617
PANCURONIUM BROMIDE	PANCURONIUM BROMIDE	pd_6618
PANITUMUMAB	PANITUMUMAB	pd_6619
PANKOMAB	PANKOMAB	pd_6620
panobinostat	PANOBINOSTAT	pd_6621
PANOBINOSTAT LACTATE	PANOBINOSTAT LACTATE	pd_6622
pantoprazole	PANTOPRAZOLE	pd_6623
PANTOPRAZOLE SODIUM	PANTOPRAZOLE SODIUM	pd_6624
PAPAVERINE	PAPAVERINE	pd_6625
PARAMETHADIONE	PARAMETHADIONE	pd_6626
PARAMETHASONE	PARAMETHASONE	pd_6627
PARAMETHASONE ACETATE	PARAMETHASONE ACETATE	pd_6628
PARATHYROID HORMONE	PARATHYROID HORMONE	pd_6629
parbendazole	PARBENDAZOLE	pd_6630
PARDOPRUNOX	PARDOPRUNOX	pd_6631
parecoxib	PARECOXIB	pd_6632
PARGYLINE	PARGYLINE	pd_6633
pargyline	PARGYLINE HYDROCHLORIDE	pd_6634
PARICALCITOL	PARICALCITOL	pd_6635
PARITAPREVIR	PARITAPREVIR	pd_6636
PAROXETINE	PAROXETINE	pd_6637
paroxetine	PAROXETINE HYDROCHLORIDE	pd_6638
PAROXETINE MESYLATE	PAROXETINE MESYLATE	pd_6639
P-ARSANILIC ACID	P-ARSANILIC ACID	pd_6640
PARSATUZUMAB	PARSATUZUMAB	pd_6641
parthenolide	PARTHENOLIDE	pd_6642
PAS219	PAS219	pd_6643
PASBN	PASBN	pd_6644
PASCOLIZUMAB	PASCOLIZUMAB	pd_6645
PASIREOTIDE	PASIREOTIDE	pd_6646
PASOTUXIZUMAB	PASOTUXIZUMAB	pd_6647
PATECLIZUMAB	PATECLIZUMAB	pd_6648
PATIDEGIB	PATIDEGIB	pd_6649
PATRITUMAB	PATRITUMAB	pd_6650
paxilline	PAXILLINE	pd_6651
PAZOPANIB	PAZOPANIB	pd_6652
pazopanib	PAZOPANIB HYDROCHLORIDE	pd_6653
PBD150	PBD150	pd_6654
P-BENZOQUINONE	P-BENZOQUINONE	pd_6655
PBF-509	PBF-509	pd_6656
PBF-680	PBF-680	pd_6657
PBF-999	PBF-999	pd_6658
PBIT	PBIT	pd_6659
PBPO	PBPO	pd_6660
PCB	PCB	pd_6661
THM-I-94	PCI-24781	pd_6662
PCMBS	PCMBS	pd_6663
P-COUMARIC ACID	P-COUMARIC ACID	pd_6664
PD-118057	PD-118057	pd_6665
PD 123319	PD 123319	pd_6666
PD 124966	PD 124966	pd_6667
PD 150606	PD 150606	pd_6668
PD 151,242	PD 151,242	pd_6669
PD156707	PD156707	pd_6670
PD 158771	PD 158771	pd_6671
PD-159790	PD-159790	pd_6672
PD164333	PD164333	pd_6673
PD165929	PD165929	pd_6674
PD 166285	PD 166285	pd_6675
PD-166326	PD-166326	pd_6676
PD-166866	PD-166866	pd_6677
PD 168368	PD 168368	pd_6678
PD-170292	PD-170292	pd_6679
PD173955	PD173955	pd_6680
PD 176252	PD 176252	pd_6681
PD-407824	PD-407824	pd_6682
PD-503	PD-503	pd_6683
PDGF-BB	PDGF-BB	pd_6684
PEAQX	PEAQX	pd_6685
PEFCALCITOL	PEFCALCITOL	pd_6686
PEFICITINIB	PEFICITINIB	pd_6687
PEFLOXACIN	PEFLOXACIN	pd_6688
PEGADEMASE BOVINE	PEGADEMASE BOVINE	pd_6689
PEGAPTANIB	PEGAPTANIB	pd_6690
PEGFILGRASTIM	PEGFILGRASTIM	pd_6691
PEGINESATIDE	PEGINESATIDE	pd_6692
PEGINESATIDE ACETATE	PEGINESATIDE ACETATE	pd_6693
PEGINTERFERON ALFA-2A	PEGINTERFERON ALFA-2A	pd_6694
PEGINTERFERON ALFA-2B	PEGINTERFERON ALFA-2B	pd_6695
PEGINTERFERON BETA-1A	PEGINTERFERON BETA-1A	pd_6696
PEGINTERFERON LAMBDA-1A	PEGINTERFERON LAMBDA-1A	pd_6697
PEGLOTICASE	PEGLOTICASE	pd_6698
PEGNIVACOGIN	PEGNIVACOGIN	pd_6699
PEGPLERANIB SODIUM	PEGPLERANIB SODIUM	pd_6700
PEGSUNERCEPT	PEGSUNERCEPT	pd_6701
PEGVISOMANT	PEGVISOMANT	pd_6702
PELDESINE	PELDESINE	pd_6703
pelitinib	PELITINIB	pd_6704
PEMAFIBRATE	PEMAFIBRATE	pd_6705
PEMBROLIZUMAB	PEMBROLIZUMAB	pd_6706
PEMETREXED	PEMETREXED	pd_6707
PEMETREXED DISODIUM	PEMETREXED DISODIUM	pd_6708
PEMIROLAST	PEMIROLAST	pd_6709
PEMTUMOMAB	PEMTUMOMAB	pd_6710
PENBUTOLOL	PENBUTOLOL	pd_6711
PENBUTOLOL SULFATE	PENBUTOLOL SULFATE	pd_6712
penfluridol	PENFLURIDOL	pd_6713
PENICILLAMINE	PENICILLAMINE	pd_6714
PENICILLIN	PENICILLIN	pd_6715
PENICILLIN V	PENICILLIN V	pd_6716
PENTAGASTRIN	PENTAGASTRIN	pd_6717
PENTAMIDINE	PENTAMIDINE	pd_6718
PENTAMIDINE ISETHIONATE	PENTAMIDINE ISETHIONATE	pd_6719
PENTANAL	PENTANAL	pd_6720
PENTAZOCINE	PENTAZOCINE	pd_6721
PENTAZOCINE HCL	PENTAZOCINE HCL	pd_6722
PENTAZOCINE LACTATE	PENTAZOCINE LACTATE	pd_6723
pentobarbital	PENTOBARBITAL	pd_6724
PENTOBARBITAL SODIUM	PENTOBARBITAL SODIUM	pd_6725
pentolinium	PENTOLINIUM	pd_6726
PENTOLONIUM TARTRATE	PENTOLONIUM TARTRATE	pd_6727
PENTOSAN POLYSULFATE	PENTOSAN POLYSULFATE	pd_6728
PENTOSTATIN	PENTOSTATIN	pd_6729
pentoxifylline	PENTOXIFYLLINE	pd_6730
PENTYLTHIO-TZTP	PENTYLTHIO-TZTP	pd_6731
PEPCAN-12	PEPCAN-12	pd_6732
PERAKIZUMAB	PERAKIZUMAB	pd_6733
PERAMPANEL	PERAMPANEL	pd_6734
PERFLUBRON	PERFLUBRON	pd_6735
PERGOLIDE	PERGOLIDE	pd_6736
pergolide	PERGOLIDE MESYLATE	pd_6737
PERHEXILINE	PERHEXILINE	pd_6738
PERICIAZINE	PERICIAZINE	pd_6739
PERIFOSINE	PERIFOSINE	pd_6740
PERILLYL ALCOHOL	PERILLYL ALCOHOL	pd_6741
perindopril	PERINDOPRIL	pd_6742
PERINDOPRIL ARGININE	PERINDOPRIL ARGININE	pd_6743
PERINDOPRILAT	PERINDOPRILAT	pd_6744
PERINDOPRIL ERBUMINE	PERINDOPRIL ERBUMINE	pd_6745
PERMETHRIN	PERMETHRIN	pd_6746
PEROSPIRONE	PEROSPIRONE	pd_6747
perphenazine	PERPHENAZINE	pd_6748
PERTUZUMAB	PERTUZUMAB	pd_6749
PETHIDINE HYDROCHLORIDE	PETHIDINE HYDROCHLORIDE	pd_6750
PEXACERFONT	PEXACERFONT	pd_6751
PEXELIZUMAB	PEXELIZUMAB	pd_6752
PEXIDARTINIB	PEXIDARTINIB	pd_6753
PEXMETINIB	PEXMETINIB	pd_6754
PF-00337210	PF-00337210	pd_6755
PF-00356231	PF-00356231	pd_6756
PF-00446687	PF-00446687	pd_6757
PF-03084014	PF-03084014	pd_6758
PF-03446962	PF-03446962	pd_6759
PF-03654746	PF-03654746	pd_6760
PF-03715455	PF-03715455	pd_6761
PF-03882845	PF-03882845	pd_6762
PF-04217903	PF-04217903	pd_6763
PF-04236921	PF-04236921	pd_6764
PF-04418948	PF-04418948	pd_6765
PF04449913	PF04449913	pd_6766
PF-04457845	PF-04457845	pd_6767
PF-04605412	PF-04605412	pd_6768
PF-04620110	PF-04620110	pd_6769
PF-04691502	PF-04691502	pd_6770
PF-04995274	PF-04995274	pd_6771
PF-05019702	PF-05019702	pd_6772
PF 05089771	PF 05089771	pd_6773
PF-05212377	PF-05212377	pd_6774
PF-06372865	PF-06372865	pd_6775
PF-2545920	PF-2545920	pd_6776
PF-3644022	PF-3644022	pd_6777
PF-3758309	PF-3758309	pd_6778
PF-3845	PF-3845	pd_6779
PF-3893787	PF-3893787	pd_6780
PF-4383119	PF-4383119	pd_6781
PF-4708671	PF-4708671	pd_6782
PF-4800567	PF-4800567	pd_6783
PF-4840154	PF-4840154	pd_6784
PF-562271	PF-562271	pd_6785
PF-750	PF 750	pd_6786
PF9601N	PF9601N	pd_6787
PF-998425	PF-998425	pd_6788
PFHHSID	PFHHSID	pd_6789
PFI-1	PFI-1	pd_6790
PG-102	PG-102	pd_6791
PG110	PG110	pd_6792
PG-760564	PG-760564	pd_6793
PGF2α	PGF2α	pd_6794
PH-709829	PH-709829	pd_6795
PH-797804	PH-797804	pd_6796
PHA-408	PHA-408	pd_6797
PHA-543613	PHA-543613	pd_6798
PHA-665752	PHA-665752	pd_6799
PHA-680632	PHA-680632	pd_6800
PHA-767491	PHA-767491	pd_6801
PHA-793887	PHA-793887	pd_6802
PHA-848125	PHA-848125	pd_6803
[PHAA1,D-TYR(ET)2,LYS6,DES-GLY9]AVP	[PHAA1,D-TYR(ET)2,LYS6,DES-GLY9]AVP	pd_6804
PHACLOFEN	PHACLOFEN	pd_6805
PHE377	PHE377	pd_6806
PHENACEMIDE	PHENACEMIDE	pd_6807
phenacetin	PHENACETIN	pd_6808
PHENACYL-UDP	PHENACYL-UDP	pd_6809
phenamil	PHENAMIL	pd_6810
PHENAZOPYRIDINE	PHENAZOPYRIDINE	pd_6811
phenazopyridine	PHENAZOPYRIDINE HYDROCHLORIDE	pd_6812
PHENCYCLIDINE	PHENCYCLIDINE	pd_6813
PHENDIMETRAZINE	PHENDIMETRAZINE	pd_6814
PHENDIMETRAZINE TARTRATE	PHENDIMETRAZINE TARTRATE	pd_6815
PHENELZINE	PHENELZINE	pd_6816
phenelzine	PHENELZINE SULFATE	pd_6817
PHENETHYLAMINE	PHENETHYLAMINE	pd_6818
PHENETHYLBORONIC ACID	PHENETHYLBORONIC ACID	pd_6819
PHENFORMIN	PHENFORMIN	pd_6820
PHENINDAMINE	PHENINDAMINE	pd_6821
phenindione	PHENINDIONE	pd_6822
pheniramine	PHENIRAMINE	pd_6823
PHENIRAMINE MALEATE	PHENIRAMINE MALEATE	pd_6824
PHENMETRAZINE	PHENMETRAZINE	pd_6825
PHENMETRAZINE HYDROCHLORIDE	PHENMETRAZINE HYDROCHLORIDE	pd_6826
PHENOBARBITAL	PHENOBARBITAL	pd_6827
phenolphthalein	PHENOLPHTHALEIN	pd_6828
phenothiazine	PHENOTHIAZINE	pd_6829
PHENOXODIOL	PHENOXODIOL	pd_6830
PHENOXYBENZAMINE	PHENOXYBENZAMINE	pd_6831
phenoxybenzamine	PHENOXYBENZAMINE HYDROCHLORIDE	pd_6832
PHENPROCOUMON	PHENPROCOUMON	pd_6833
PHENSERINE	PHENSERINE	pd_6834
phensuximide	PHENSUXIMIDE	pd_6835
PHENTERMINE	PHENTERMINE	pd_6836
phentermine	PHENTERMINE HYDROCHLORIDE	pd_6837
phentolamine	PHENTOLAMINE	pd_6838
PHENTOLAMINE MESYLATE	PHENTOLAMINE MESYLATE	pd_6839
PHENYLALANINE-N-SULFONAMIDE	PHENYLALANINE-N-SULFONAMIDE	pd_6840
[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	pd_6841
PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE	PHENYLALANYLAMINODI(ETHYLOXY)ETHYL BENZENESULFONAMIDEAMINOCARBONYLBENZENESULFONAMIDE	pd_6842
PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE	PHENYLAMINOIMIDAZO(1,2-ALPHA)PYRIDINE	pd_6843
PHENYLARSINE OXIDE	PHENYLARSINE OXIDE	pd_6844
1-phenylbiguanide	PHENYLBIGUANIDE	pd_6845
phenylbutazone	PHENYLBUTAZONE	pd_6846
PHENYLEPHRINE	PHENYLEPHRINE	pd_6847
PHENYLEPHRINE HYDROCHLORIDE	PHENYLEPHRINE HYDROCHLORIDE	pd_6848
PHENYLGLYCINE-01	PHENYLGLYCINE-01	pd_6849
PHENYLMALONIC ACID	PHENYLMALONIC ACID	pd_6850
PHENYLPHOSPHORIC ACID	PHENYLPHOSPHORIC ACID	pd_6851
PHENYLPROPANOLAMINE POLISTIREX	PHENYLPROPANOLAMINE POLISTIREX	pd_6852
PHENYLPYRUVIC ACID	PHENYLPYRUVIC ACID	pd_6853
phenytoin	PHENYTOIN	pd_6854
PHENYTOIN SODIUM	PHENYTOIN SODIUM	pd_6855
PHI	PHI	pd_6856
PHIP	PHIP	pd_6857
phloretin	PHLORETIN	pd_6858
PHLORIZIN	PHLORIZIN	pd_6859
phorbol-myristate-acetate	PHORBOL 12-MYRISTATE 13-ACETATE	pd_6860
PHOSPHATIDYLCHOLINE(16:0/18:2W6)	PHOSPHATIDYLCHOLINE(16:0/18:2W6)	pd_6861
PHOSPHATIDYLETHANOLAMINE	PHOSPHATIDYLETHANOLAMINE	pd_6862
PHOSPHATIDYLINOSITOL 3,5-BISPHOSPHATE	PHOSPHATIDYLINOSITOL 3,5-BISPHOSPHATE	pd_6863
PHOSPHATIDYL-L-SERINE	PHOSPHATIDYL-L-SERINE	pd_6864
PHOSPHATIDYLSERINE	PHOSPHATIDYLSERINE	pd_6865
PHOSPHOCHOLINE	PHOSPHOCHOLINE	pd_6866
PHOSPHOENOLPYRUVATE	PHOSPHOENOLPYRUVATE	pd_6867
PHOSPHOGLYCOLIC ACID	PHOSPHOGLYCOLIC ACID	pd_6868
PHOSPHOGLYCOLOHYDROXAMIC ACID	PHOSPHOGLYCOLOHYDROXAMIC ACID	pd_6869
PHOSPHOMETHYLPHOSPHONIC ACID GUANOSYL ESTER	PHOSPHOMETHYLPHOSPHONIC ACID GUANOSYL ESTER	pd_6870
PHOSPHONOACETOHYDROXAMIC ACID	PHOSPHONOACETOHYDROXAMIC ACID	pd_6871
PHOSPHORAMIDON	PHOSPHORAMIDON	pd_6872
PHOTOFRIN	PHOTOFRIN	pd_6873
P-HYDROXYMERCURIBENZOIC ACID	P-HYDROXYMERCURIBENZOIC ACID	pd_6874
PHYLLOLITORIN	PHYLLOLITORIN	pd_6875
PHYSALAEMIN	PHYSALAEMIN	pd_6876
physostigmine	PHYSOSTIGMINE	pd_6877
PI-103	PI-103	pd_6878
PIBENZIMOL	PIBENZIMOL	pd_6879
PIBOSEROD	PIBOSEROD	pd_6880
PIBTU	PIBTU	pd_6881
PICEATANNOL	PICEATANNOL	pd_6882
PICIBANIL	PICIBANIL	pd_6883
PICLAMILAST	PICLAMILAST	pd_6884
PICLOZOTAN	PICLOZOTAN	pd_6885
PICROPODOPHYLLIN	PICROPODOPHYLLIN	pd_6886
PICROTIN	PICROTIN	pd_6887
PICROTOXIN	PICROTOXIN	pd_6888
PICROTOXININ	PICROTOXININ	pd_6889
GDC-0941	PICTILISIB	pd_6890
PIDILIZUMAB	PIDILIZUMAB	pd_6891
PIFITHRIN-ALPHA	PIFITHRIN-ALPHA	pd_6892
pifithrin-mu	PIFITHRIN-MU	pd_6893
PIK-75	PIK-75	pd_6894
PIK-93	PIK-93	pd_6895
PILARALISIB	PILARALISIB	pd_6896
PILOCARPINE	PILOCARPINE	pd_6897
pilocarpine	PILOCARPINE HYDROCHLORIDE	pd_6898
PIM-1 INHIBITOR 2	PIM-1 INHIBITOR 2	pd_6899
PIM447	PIM447	pd_6900
AS-703026	PIMASERTIB	pd_6901
PIMAVANSERIN	PIMAVANSERIN	pd_6902
PIMAVANSERIN TARTRATE	PIMAVANSERIN TARTRATE	pd_6903
PIMECROLIMUS	PIMECROLIMUS	pd_6904
PIMONIDAZOLE	PIMONIDAZOLE	pd_6905
pimozide	PIMOZIDE	pd_6906
PINACIDIL MONOHYDRATE	PINACIDIL MONOHYDRATE	pd_6907
PINATUZUMAB VEDOTIN	PINATUZUMAB VEDOTIN	pd_6908
pindolol	PINDOLOL	pd_6909
PINOMETOSTAT	PINOMETOSTAT	pd_6910
PIOGLITAZONE	PIOGLITAZONE	pd_6911
pioglitazone	PIOGLITAZONE HYDROCHLORIDE	pd_6912
PIP2	PIP2	pd_6913
pipamperone	PIPAMPERONE	pd_6914
PIPECURONIUM	PIPECURONIUM	pd_6915
PIPECURONIUM BROMIDE	PIPECURONIUM BROMIDE	pd_6916
PIPERAZINE	PIPERAZINE	pd_6917
PIPERIDINE-4-SULFONIC ACID	PIPERIDINE-4-SULFONIC ACID	pd_6918
piperine	PIPERINE	pd_6919
piperlongumine	PIPERLONGUMINE	pd_6920
PIPOTIAZINE	PIPOTIAZINE	pd_6921
piracetam	PIRACETAM	pd_6922
PIRARUBICIN	PIRARUBICIN	pd_6923
PIRBUTEROL	PIRBUTEROL	pd_6924
PIRBUTEROL ACETATE	PIRBUTEROL ACETATE	pd_6925
pirenperone	PIRENPERONE	pd_6926
PIRENZEPINE	PIRENZEPINE	pd_6927
piretanide	PIRETANIDE	pd_6928
pirfenidone	PIRFENIDONE	pd_6929
PIRIBEDIL	PIRIBEDIL	pd_6930
PIRIDRONIC ACID	PIRIDRONIC ACID	pd_6931
pirinixic-acid	PIRINIXIC ACID	pd_6932
PIRITREXIM	PIRITREXIM	pd_6933
PIRLINDOLE	PIRLINDOLE	pd_6934
PIROXICAM	PIROXICAM	pd_6935
PITAVASTATIN	PITAVASTATIN	pd_6936
PITAVASTATIN CALCIUM	PITAVASTATIN CALCIUM	pd_6937
PITOLISANT	PITOLISANT	pd_6938
PIVANEX	PIVANEX	pd_6939
PIZOTIFEN	PIZOTIFEN	pd_6940
PJ-34	PJ34	pd_6941
PK-11195	PK 11195	pd_6942
PKC-ALPHA	PKC-ALPHA	pd_6943
PKCbeta-inhibitor	PKCBETA INHIBITOR	pd_6944
PKI-166	PKI-166	pd_6945
PKI-179	PKI-179	pd_6946
PKI-402	PKI-402	pd_6947
PKI-587	PKI-587	pd_6948
PKR INHIBITOR	PKR INHIBITOR	pd_6949
PL 017	PL 017	pd_6950
PL-225B	PL-225B	pd_6951
PL37	PL37	pd_6952
PLACULUMAB	PLACULUMAB	pd_6953
PLASMIN	PLASMIN	pd_6954
PLATELET ACTIVATING FACTOR	PLATELET ACTIVATING FACTOR	pd_6955
PLATINUM	PLATINUM	pd_6956
PLECANATIDE	PLECANATIDE	pd_6957
plerixafor	PLERIXAFOR	pd_6958
PLEVITREXED	PLEVITREXED	pd_6959
PLICERA	PLICERA	pd_6960
NPI-2358	PLINABULIN	pd_6961
PLOZALIZUMAB	PLOZALIZUMAB	pd_6962
plumbagin	PLUMBAGIN	pd_6963
PLURIPOTIN	PLURIPOTIN	pd_6964
PLX108-01	PLX108-01	pd_6965
PLX3603	PLX3603	pd_6966
PLX-4720	PLX-4720	pd_6967
PLX-5622	PLX-5622	pd_6968
PLX-7486	PLX-7486	pd_6969
PLX8394	PLX8394	pd_6970
P-MPPI	P-MPPI	pd_6971
PMSG	PMSG	pd_6972
PMX-53	PMX-53	pd_6973
PN0621	PN0621	pd_6974
PND-1186	PND-1186	pd_6975
PNU-107859	PNU-107859	pd_6976
PNU-142372	PNU-142372	pd_6977
PNU-177864	PNU-177864	pd_6978
PNU-282987	PNU-282987	pd_6979
PNU-74654	PNU-74654	pd_6980
PNU 99194A	PNU 99194A	pd_6981
POBILUKAST	POBILUKAST	pd_6982
podophyllotoxin	PODOPHYLLOTOXIN	pd_6983
POGALIZUMAB	POGALIZUMAB	pd_6984
POL6326	POL6326	pd_6985
POLATUZUMAB VEDOTIN	POLATUZUMAB VEDOTIN	pd_6986
POLMACOXIB	POLMACOXIB	pd_6987
POLY(2'-METHYLTHIOADENYLIC ACID)	POLY(2'-METHYLTHIOADENYLIC ACID)	pd_6988
POLYTHIAZIDE	POLYTHIAZIDE	pd_6989
POMAGLUMETAD METHIONIL	POMAGLUMETAD METHIONIL	pd_6990
POMALIDOMIDE	POMALIDOMIDE	pd_6991
ponatinib	PONATINIB	pd_6992
PONATINIB HYDROCHLORIDE	PONATINIB HYDROCHLORIDE	pd_6993
PONESIMOD	PONESIMOD	pd_6994
PONEZUMAB	PONEZUMAB	pd_6995
PORFIMER	PORFIMER	pd_6996
POSACONAZOLE	POSACONAZOLE	pd_6997
POSIZOLID	POSIZOLID	pd_6998
POTASSIUM 4-AMINOSALICYLATE	POTASSIUM 4-AMINOSALICYLATE	pd_6999
POTASSIUM	POTASSIUM	pd_7000
POTASSIUM CHLORIDE	POTASSIUM CHLORIDE	pd_7001
POTASSIUM CITRATE	POTASSIUM CITRATE	pd_7002
POTASSIUM WARFARIN	POTASSIUM WARFARIN	pd_7003
POZANICLINE	POZANICLINE	pd_7004
POZIOTINIB	POZIOTINIB	pd_7005
PP121	PP121	pd_7006
P,P'-DDD	P,P'-DDD	pd_7007
PPM-18	PPM-18	pd_7008
PPT	PPT	pd_7009
PPTN	PPTN	pd_7010
PQ-401	PQ401	pd_7011
PRACINOSTAT	PRACINOSTAT	pd_7012
practolol	PRACTOLOL	pd_7013
PRADEFOVIR MESYLATE	PRADEFOVIR MESYLATE	pd_7014
PRADIGASTAT	PRADIGASTAT	pd_7015
PRALATREXATE	PRALATREXATE	pd_7016
PRALIDOXIME	PRALIDOXIME	pd_7017
PRALIDOXIME CHLORIDE	PRALIDOXIME CHLORIDE	pd_7018
PRALNACASAN	PRALNACASAN	pd_7019
PRAMIPEXOLE	PRAMIPEXOLE	pd_7020
PRAMIPEXOLE DIHYDROCHLORIDE	PRAMIPEXOLE DIHYDROCHLORIDE	pd_7021
PRAMLINTIDE	PRAMLINTIDE	pd_7022
PRAMLINTIDE ACETATE	PRAMLINTIDE ACETATE	pd_7023
pranlukast	PRANLUKAST	pd_7024
PRASINEZUMAB	PRASINEZUMAB	pd_7025
PRASUGREL	PRASUGREL	pd_7026
PRASUGREL HYDROCHLORIDE	PRASUGREL HYDROCHLORIDE	pd_7027
PRATOSARTAN	PRATOSARTAN	pd_7028
pravastatin	PRAVASTATIN	pd_7029
PRAVASTATIN SODIUM	PRAVASTATIN SODIUM	pd_7030
PRAZEPAM	PRAZEPAM	pd_7031
PRAZOSIN	PRAZOSIN	pd_7032
prazosin	PRAZOSIN HYDROCHLORIDE	pd_7033
PRC	PRC	pd_7034
PRED	PRED	pd_7035
prednicarbate	PREDNICARBATE	pd_7036
PREDNISOLONE	PREDNISOLONE	pd_7037
PREDNISOLONE ACETATE	PREDNISOLONE ACETATE	pd_7038
PREDNISOLONE SODIUM PHOSPHATE	PREDNISOLONE SODIUM PHOSPHATE	pd_7039
PREDNISOLONE TEBUTATE	PREDNISOLONE TEBUTATE	pd_7040
PREDNISONE	PREDNISONE	pd_7041
PREGABALIN	PREGABALIN	pd_7042
pregnenolone	PREGNENOLONE	pd_7043
PREGNENOLONE SULPHATE	PREGNENOLONE SULPHATE	pd_7044
PRELADENANT	PRELADENANT	pd_7045
PREMARIN	PREMARIN	pd_7046
PRENYLAMINE	PRENYLAMINE	pd_7047
PREXASERTIB	PREXASERTIB	pd_7048
PREZALIZUMAB	PREZALIZUMAB	pd_7049
PRIDOPIDINE	PRIDOPIDINE	pd_7050
PRILIXIMAB	PRILIXIMAB	pd_7051
PRILOCAINE	PRILOCAINE	pd_7052
prilocaine	PRILOCAINE HYDROCHLORIDE	pd_7053
PRIMA1	PRIMA-1	pd_7054
PRIMA-1MET	PRIMA-1MET	pd_7055
PRIMAQUINE	PRIMAQUINE	pd_7056
primidone	PRIMIDONE	pd_7057
PRINABEREL	PRINABEREL	pd_7058
PRINOMASTAT	PRINOMASTAT	pd_7059
PRITUMUMAB	PRITUMUMAB	pd_7060
PRL-3 INHIBITOR	PRL-3 INHIBITOR	pd_7061
PRO 140	PRO 140	pd_7062
[PRO34]PYY (HUMAN)	[PRO34]PYY (HUMAN)	pd_7063
PRO-542	PRO-542	pd_7064
[PRO7]NEUROKININ B	[PRO7]NEUROKININ B	pd_7065
probenecid	PROBENECID	pd_7066
PRO-BOROPRO	PRO-BOROPRO	pd_7067
probucol	PROBUCOL	pd_7068
procainamide	PROCAINAMIDE	pd_7069
PROCAINAMIDE HYDROCHLORIDE	PROCAINAMIDE HYDROCHLORIDE	pd_7070
PROCAINE	PROCAINE	pd_7071
procaine	PROCAINE HYDROCHLORIDE	pd_7072
PROCARBAZINE	PROCARBAZINE	pd_7073
procaterol	PROCATEROL	pd_7074
PROCHLORPERAZINE	PROCHLORPERAZINE	pd_7075
PROCHLORPERAZINE DIMALEATE	PROCHLORPERAZINE DIMALEATE	pd_7076
PROCHLORPERAZINE EDISYLATE	PROCHLORPERAZINE EDISYLATE	pd_7077
PROCION BLUE HB	PROCION BLUE HB	pd_7078
PROCYCLIDINE	PROCYCLIDINE	pd_7079
procyclidine	PROCYCLIDINE HYDROCHLORIDE	pd_7080
PRODIGIOSIN	PRODIGIOSIN	pd_7081
PROFLAVINE	PROFLAVINE	pd_7082
PROGABIDE	PROGABIDE	pd_7083
progesterone	PROGESTERONE	pd_7084
PROGRAMMED CELL DEATH 1 LIGAND 1	PROGRAMMED CELL DEATH 1 LIGAND 1	pd_7085
proguanil	PROGUANIL	pd_7086
PROMAZINE	PROMAZINE	pd_7087
promazine	PROMAZINE HYDROCHLORIDE	pd_7088
PROMEGESTONE	PROMEGESTONE	pd_7089
PROMETHAZINE	PROMETHAZINE	pd_7090
promethazine	PROMETHAZINE HYDROCHLORIDE	pd_7091
PRO-OPIOMELANOCORTIN JOINING PEPTIDE(14-23)	PRO-OPIOMELANOCORTIN JOINING PEPTIDE(14-23)	pd_7092
propafenone	PROPAFENONE	pd_7093
PROPAFENONE HYDROCHLORIDE	PROPAFENONE HYDROCHLORIDE	pd_7094
PROPANTHELINE	PROPANTHELINE	pd_7095
propantheline	PROPANTHELINE BROMIDE	pd_7096
PROPARACAINE	PROPARACAINE	pd_7097
proxymetacaine	PROPARACAINE HYDROCHLORIDE	pd_7098
PROPIDIUM	PROPIDIUM	pd_7099
PROPIOMAZINE	PROPIOMAZINE	pd_7100
PROPIONIC ACID	PROPIONIC ACID	pd_7101
propofol	PROPOFOL	pd_7102
PROPOXYCAINE HYDROCHLORIDE	PROPOXYCAINE HYDROCHLORIDE	pd_7103
PROPRANOLOL	PROPRANOLOL	pd_7104
PROPRANOLOL HYDROCHLORIDE	PROPRANOLOL HYDROCHLORIDE	pd_7105
propranolol	PROPRANOLOL, L-	pd_7106
PROPYLHEXEDRINE	PROPYLHEXEDRINE	pd_7107
propylthiouracil	PROPYLTHIOURACIL	pd_7108
PROSTACYCLIN	PROSTACYCLIN	pd_7109
PROSTAGLANDIN D2	PROSTAGLANDIN D2	pd_7110
dinoprostone	PROSTAGLANDIN E2	pd_7111
PROSTAGLANDIN J2	PROSTAGLANDIN J2	pd_7112
H-8	PROTEIN KINASE INHIBITOR H-8	pd_7113
PROTIRELIN	PROTIRELIN	pd_7114
PROTOPORPHYRIN IX	PROTOPORPHYRIN IX	pd_7115
PROTRIPTYLINE	PROTRIPTYLINE	pd_7116
protriptyline	PROTRIPTYLINE HYDROCHLORIDE	pd_7117
PRPP	PRPP	pd_7118
PRRP-20	PRRP-20	pd_7119
PRRP-31	PRRP-31	pd_7120
