A	B
etofylline	ADORA1
fadrozole	CYP19A1
fadrozole	CYP11B1
fendiline	HTR2B
furosemide	SLC12A1
furosemide	SLC12A2
furosemide	CA2
furosemide	GPR35
gentamicin	HSPA8
gentamicin	LRP2
glafenine	CFTR
guanethidine	SLC6A2
hemicholinium-3	CHKA
hemicholinium-3	SLC44A1
hemicholinium-3	SLC5A7
hexamethonium	CHRNA2
hexamethonium	CHRNA3
hexamethonium	CHRNA4
hexamethonium	CHRNA6
hydrochlorothiazide	SLC12A3
hydrochlorothiazide	CA1
hydrochlorothiazide	CA12
hydrochlorothiazide	CA2
hydrochlorothiazide	CA4
hydrochlorothiazide	CA9
hydrochlorothiazide	KCNMA1
hydroxyzine	HRH1
levodopa	DDC
levodopa	DRD1
levodopa	DRD2
levodopa	DRD3
levodopa	DRD4
levodopa	DRD5
levodopa	GPR143
lisinopril	ACE
lisinopril	ACE2
lomefloxacin	TOP2A
metaraminol	ADRA1A
metitepine	HTR5A
metitepine	HTR6
metitepine	HTR7
metitepine	HTR1A
metitepine	HTR1B
metitepine	HTR1D
metitepine	HTR1E
metitepine	HTR1F
metitepine	HTR2A
metitepine	HTR2B
metitepine	HTR2C
methyldopa	DDC
methyldopa	ADRA2A
miconazole	CYP19A1
miconazole	KCNH2
miconazole	KCNH6
miconazole	KCNH7
miconazole	KCNMA1
miconazole	KCNMB1
miconazole	KCNMB2
miconazole	KCNMB3
miconazole	KCNMB4
miconazole	KCNN1
miconazole	KCNN2
miconazole	KCNN3
miconazole	KCNN4
miconazole	NOS2
miconazole	NOS3
miconazole	TRPM2
miconazole	TRPV5
minocycline	ALOX5
minocycline	CASP1
minocycline	CASP3
minocycline	CYCS
minocycline	IL1B
minocycline	MMP9
minocycline	PARP1
minocycline	VEGFA
norfloxacin	TOP2A
oxandrolone	AR
pentolinium	CHRNA10
pentolinium	CHRNA3
pentolinium	CHRNA4
pentolinium	CHRNB4
phenylpropanolamine	ADRA1A
phenylpropanolamine	ADRA2A
phenylpropanolamine	ADRB1
phenylpropanolamine	ADRB2
phenylpropanolamine	DRD1
procaine	HTR3A
procaine	CHRNA2
procaine	GRIN3A
procaine	HMGCR
procaine	KCNMA1
procaine	KCNMB1
procaine	KCNMB2
procaine	KCNMB3
procaine	KCNMB4
procaine	KCNN1
procaine	KCNN2
procaine	KCNN3
procaine	KCNN4
procaine	MAOA
procaine	MAOB
procaine	RYR1
procaine	RYR2
procaine	SCN10A
procaine	SLC6A3
proglumide	CCKBR
apomorphine	DRD2
apomorphine	DRD5
apomorphine	ADRA2A
apomorphine	ADRA2B
apomorphine	ADRA2C
apomorphine	DRD1
apomorphine	DRD3
apomorphine	DRD4
apomorphine	HTR1A
apomorphine	HTR2A
apomorphine	HTR2B
apomorphine	HTR2C
apomorphine	TRPA1
apomorphine	CALY
apomorphine	HTR1B
apomorphine	HTR1D
tiapride	DRD2
tioconazole	CYP51A1
tiratricol	THRB
tiratricol	THRA
tranexamic-acid	PLG
tranexamic-acid	FGA
tranexamic-acid	FGB
tranexamic-acid	FGG
tranexamic-acid	PLAT
metrifonate	ACHE
metrifonate	BCHE
trimethoprim	CYP2C8
trimethoprim	DHFR
trimethoprim	SLC22A2
trimethoprim	TYMS
xylometazoline	ADRA2A
xylometazoline	ADRA2B
xylometazoline	ADRA2C
xylometazoline	ADRA1A
xylometazoline	ADRA1B
xylometazoline	ADRA1D
aceclidine	CHRM1
aceclidine	CHRM2
aceclidine	CHRM3
aceclidine	CHRM4
aceclidine	CHRM5
acenocoumarol	VKORC1
acipimox	HCAR2
alendronic-acid	FDPS
alendronic-acid	PTPRS
alendronic-acid	ATP6V1A
alendronic-acid	PTPN4
alendronic-acid	PTPRE
alizapride	DRD2
amifostine	ALPPL2
amifostine	ENPP1
artemisinin	CYP2B6
atropine	CHRM5
atropine	CHRM1
atropine	CHRM2
atropine	CHRM3
atropine	CHRM4
benfotiamine	AGER
benzethonium	SCN9A
benzocaine	SCN10A
benzocaine	SCN9A
betaescin	IL6
bromperidol	DRD2
butalbital	GABRA1
butalbital	CHRNA4
butalbital	CHRNA7
butalbital	GABRA2
butalbital	GABRA3
butalbital	GABRA4
butalbital	GABRA5
butalbital	GABRA6
butalbital	GABRB1
butalbital	GABRB2
butalbital	GABRB3
butalbital	GABRD
butalbital	GABRE
butalbital	GABRG1
butalbital	GABRG2
butalbital	GABRG3
butalbital	GABRP
butalbital	GABRQ
butalbital	GRIA2
butalbital	GRIK2
butenafine	SQLE
carbimazole	TPO
carisoprodol	CYP2C19
cefadroxil	SLC22A8
celiprolol	ADRB1
celiprolol	ADRB2
chicago-sky-blue-6b	MIF
chlorcyclizine	HRH1
chlorotrianisene	ESR1
ciclopirox	ATP1A1
clodronic-acid	SLC25A4
clodronic-acid	SLC25A5
clodronic-acid	SLC25A6
cyanocobalamin	MUT
cyanocobalamin	CUBN
cyanocobalamin	MMAA
cyanocobalamin	MMACHC
cyanocobalamin	MTHFR
cyanocobalamin	MTR
cyanocobalamin	MTRR
cyclizine	HRH1
cyclizine	SULT1E1
cyclobenzaprine	HTR2A
dacarbazine	PGD
dacarbazine	POLA2
demecarium	ACHE
demecarium	BCHE
dexfenfluramine	SLC6A4
dexfenfluramine	HTR2C
dicoumarol	NQO1
dicoumarol	VKORC1
dicoumarol	CRYZ
dinoprost	PTGFR
dinoprost	PTGDR
dinoprost	PTGER1
dinoprost	PTGER3
dinoprost	PTGER4
dinoprost	PTGDR2
dinoprost	PTGER2
dinoprost	PTGIR
dinoprost	TBXA2R
diosmin	AHR
diphenylpyraline	HRH1
diphenylpyraline	SLC6A3
metamizole	PTGS1
doxofylline	ADORA1
emedastine	HRH1
epiandrosterone	G6PD
etofenamate	PTGS1
etofenamate	PTGS2
etoricoxib	PTGS2
etretinate	RARA
etretinate	RARB
etretinate	RARG
etretinate	RXRA
etretinate	RXRB
etretinate	RXRG
fenoprofen	PTGS1
fenoprofen	PTGS2
fenoprofen	SLC5A8
fentiazac	PTGS1
fentiazac	PTGS2
flumethasone	NR3C1
flumethasone	PLA2G1B
flurandrenolide	NR3C1
flurandrenolide	SERPINA6
folic-acid	FOLR2
folic-acid	FOLR3
folic-acid	SLC19A1
folic-acid	SLC46A1
leucovorin	TYMS
fomepizole	ADH1A
fomepizole	ADH1B
fomepizole	ADH1C
fomepizole	AKR1A1
fomepizole	CAT
gliclazide	ABCC8
gliclazide	KCNJ11
gliclazide	VEGFA
guanadrel	SLC6A2
hexestrol	ESR1
hexestrol	AKR1C1
hexestrol	ESR2
hydroxychloroquine	TLR7
hydroxychloroquine	TLR9
ibutilide	KCNH2
ibutilide	CACNA1C
ibutilide	CACNA2D1
ibutilide	CACNB1
ibutilide	CACNG1
ibutilide	KCNH6
ibutilide	KCNH7
ibutilide	KCNJ11
ibutilide	KCNK1
ibutilide	KCNK6
ibutilide	SCN5A
isosorbide	GUCY1A3
isosorbide	GUCY1B3
isosorbide	NPR1
melatonin	MTNR1A
melatonin	MTNR1B
melatonin	ASMT
melatonin	CALM1
melatonin	CALR
melatonin	EPX
melatonin	ESR1
melatonin	HTR2B
melatonin	MPO
melatonin	NQO2
melatonin	RORB
melatonin	TH
mepenzolate	CHRM1
mepenzolate	CHRM3
methoxamine	ADRA1A
methoxamine	ADRA1B
methoxamine	ADRA1D
mizolastine	HRH1
nadide	AHCY
nadide	AKR1A1
nadide	ALDH2
nadide	BLVRA
nadide	DHPS
nadide	DLD
nadide	GALE
nadide	HMGCR
nadide	HSD17B1
nadide	HSD17B4
nadide	IMPDH2
nadide	MGAM
nadide	P2RY11
nadide	SORD
nadide	TRPM2
neostigmine	ACHE
pentamidine	TRDMT1
phenindione	VKORC1
piracetam	GRIA1
piracetam	GRIA2
piracetam	GRIA3
piracetam	GRIA4
pranlukast	CYSLTR1
pranlukast	CYSLTR2
pranlukast	IL5
pranlukast	MUC2
pranlukast	NFKB1
pranlukast	RNASE3
pranlukast	TNF
prenylamine	CALM1
prenylamine	MYLK2
pyridoxine	DDC
pyridoxine	PDXK
rebamipide	FPR1
ribostamycin	P4HB
sertindole	DRD2
sertindole	HTR2A
sertindole	HTR2C
sertindole	ADRA1A
sertindole	ADRA1B
sertindole	ADRA1D
sertindole	DRD3
sertindole	DRD4
sertindole	HRH1
sertindole	HTR1A
sertindole	HTR1B
sertindole	HTR1D
sertindole	HTR1E
sertindole	HTR1F
sertindole	HTR6
sertindole	KCNH2
tenatoprazole	ATP4A
tenatoprazole	IDO1
tetracaine	SCN10A
tetracaine	SCN9A
thiamine	SLC19A2
thiamine	SLC19A3
thiamine	TPK1
thiomersal	OXCT1
levothyroxine	THRA
levothyroxine	THRB
triflusal	PDE4A
triflusal	PDE4B
triflusal	PDE4C
triflusal	PDE4D
triflusal	PTGS1
triflusal	PTGS2
trihexyphenidyl	CHRM1
trihexyphenidyl	CHRM2
trihexyphenidyl	CHRM3
trihexyphenidyl	CHRM4
trihexyphenidyl	CHRM5
trimetazidine	ACAA2
trimethadione	CACNA1G
vatalanib	FLT1
vatalanib	FLT4
vatalanib	KDR
vatalanib	KIT
vatalanib	PDGFRB
vatalanib	CYP19A1
vatalanib	EGFR
vatalanib	PDGFRA
vigabatrin	ABAT
vigabatrin	GABBR1
vigabatrin	SLC32A1
zaleplon	GABRA1
zaleplon	AOX1
zaleplon	TSPO
zopiclone	GABRA1
zopiclone	CYP2C8
zopiclone	GABRA2
zopiclone	GABRA3
zopiclone	GABRA5
zopiclone	TSPO
fluorouracil	DPYD
fluorouracil	TYMS
fluorouracil	CD44
emodin	CSNK2A1
emodin	CSNK2A2
emodin	CSNK2B
emodin	IL6
emodin	PTP4A3
tryptophan	CASR
tryptophan	IDO1
tryptophan	SLC36A1
tryptophan	WARS
tryptophan	WARS2
fluoxymesterone	AR
fluoxymesterone	ESR1
fluoxymesterone	NR3C1
fluoxymesterone	PRLR
isoniazid	CYP2E1
ifosfamide	CYP2B6
ifosfamide	CYP3A5
methyl-testosterone	AR
silibinin	ALOX5
syringic-acid	CA1
syringic-acid	CA12
syringic-acid	CA14
syringic-acid	CA2
syringic-acid	CA4
syringic-acid	CA6
syringic-acid	CA9
phorbol-myristate-acetate	CD4
phorbol-myristate-acetate	KCNT2
phorbol-myristate-acetate	TRPV4
caffeic-acid-phenethyl-ester	RELA
levobunolol	ADRB1
levobunolol	ADRB2
levobunolol	ADRB3
levisoprenaline	ADRB1
levisoprenaline	ADRB2
octopamine	F10
octopamine	TAAR1
eseroline	ACHE
eseroline	OPRD1
eseroline	OPRM1
isoprenaline	ADRB1
isoprenaline	ADRB2
isoprenaline	ADRB3
isoprenaline	MAPK1
isoprenaline	PIK3R1
isoprenaline	PIK3R2
isoprenaline	PIK3R3
2-aminobenzenesulfonamide	CA12
2-aminobenzenesulfonamide	CA14
2-aminobenzenesulfonamide	CA2
2-aminobenzenesulfonamide	CA6
2-aminobenzenesulfonamide	CA9
aminosalicylic-acid	PTGS2
aminosalicylic-acid	ALOX5
aminosalicylic-acid	CHUK
aminosalicylic-acid	PLA2G2E
aminosalicylic-acid	PTGS1
paracetamol	PTGS1
paracetamol	PTGS2
paracetamol	CYP2E1
acetylcysteine	ACY1
acetylcysteine	CHUK
acetylcysteine	GRIN1
acetylcysteine	GRIN2A
acetylcysteine	GRIN2B
acetylcysteine	GRIN2D
acetylcysteine	GRIN3A
acetylcysteine	GSS
acetylcysteine	IKBKB
acetylcysteine	RELA
acetylcysteine	SLC7A11
adrenosterone	HSD11B1
alcuronium	CHRM1
alcuronium	CHRM2
alcuronium	CHRM3
alcuronium	CHRM4
alcuronium	CHRNA7
alexidine	CXCR4
allopurinol	XDH
ambrisentan	EDNRA
ambrisentan	CYP2C19
ambrisentan	CYP3A4
ambrisentan	CYP3A5
ambrisentan	EDNRB
ambrisentan	SLCO1B3
aminocaproic-acid	PLG
aminocaproic-acid	PLAT
aminocaproic-acid	LPA
aminohippuric-acid	SLC22A6
aminophylline	ADORA1
aminophylline	PDE3A
aminophylline	ADORA3
aminophylline	HDAC2
arbutin	TYR
azapropazone	PTGS1
azapropazone	PTGS2
azapropazone	XDH
bacitracin	IDE
bacitracin	A2M
benserazide	DDC
bretylium	ATP1A1
canrenone	NR3C2
carbachol	CHRM1
carbachol	CHRM2
carbachol	CHRNA2
carbachol	CHRM3
carbachol	CHRM4
carbachol	CHRM5
chloropyramine	HRH1
cortisol	NR3C1
cortisol	NR3C2
DAC-004	HDAC1
DAC-013	HDAC1
darifenacin	CHRM3
darifenacin	CHRM1
darifenacin	CHRM2
darifenacin	CHRM4
darifenacin	CHRM5
deflazacort	NR3C1
diacerein	IL1B
dimaprit	HRH2
dimaprit	HRH3
dimaprit	HRH4
dorzolamide	CA2
dorzolamide	CA1
dorzolamide	CA12
dorzolamide	CA14
dorzolamide	CA4
dorzolamide	CA7
enilconazole	CYP19A1
enoxacin	TOP2A
epitiostanol	AR
ethynodiol	PGR
ethynodiol	ESR1
etidronic-acid	PTPRS
etidronic-acid	ATP6V1A
etidronic-acid	FDPS
felbinac	CTSL
fosfosal	PDE4A
fosfosal	PDE4B
fosfosal	PDE4C
fosfosal	PDE4D
fosfosal	PTGS1
fosfosal	PTGS2
gabapentin	CACNA2D1
gabapentin	CACNA2D2
gabapentin	ADORA1
gabapentin	CACNA1B
gabapentin	GRIN1
gabapentin	GRIN2A
gabapentin	GRIN2B
gabapentin	GRIN2C
gabapentin	GRIN2D
gabapentin	GRIN3A
gabapentin	GRIN3B
gossypetin	CYP19A1
gossypetin	DNMT1
guaiacol	CA2
halofantrine	CYP3A5
halofantrine	KCNH2
halofantrine	KCNN4
idazoxan	NISCH
isometheptene	ADRA1A
isometheptene	SLC18A2
levalbuterol	ADRB2
levopropoxyphene	OPRD1
levopropoxyphene	OPRK1
levopropoxyphene	OPRM1
lorglumide	CCKAR
lorglumide	CCKBR
luteolin	AKR1B1
luteolin	GAA
luteolin	MAOA
luteolin	TOP1
luteolin	XDH
mecamylamine	CHRNA2
mecamylamine	CHRNA1
mecamylamine	CHRNA3
mecamylamine	CHRNA4
mecamylamine	CHRNA6
mecamylamine	CHRNA7
misoprostol	PTGER3
misoprostol	PTGER2
misoprostol	PTGER4
misoprostol	PTGER1
misoprostol	PTGIR
monobenzone	TYR
morin	ADORA2A
morin	CYP1A2
morin	ESR2
morin	FASN
morin	MCL1
morin	SLC22A12
oxyphenbutazone	PLA2G2E
penbutolol	ADRB2
penbutolol	ADRB1
penbutolol	HTR1A
penbutolol	HTR1B
pralidoxime	ACHE
pralidoxime	BCHE
pyrvinium	AR
rivastigmine	ACHE
rivastigmine	BCHE
roxithromycin	ABCB1
roxithromycin	MLNR
sparfloxacin	TOP2A
suprofen	PTGS1
suprofen	PTGS2
gaboxadol	GABRD
gaboxadol	GABRA1
gaboxadol	GABRA2
gaboxadol	GABRA3
gaboxadol	GABRA4
gaboxadol	GABRA5
gaboxadol	GABRA6
gaboxadol	GABRR1
gaboxadol	GABRR2
gaboxadol	GABRR3
theobromine	ADORA1
theobromine	ADORA2A
theobromine	PDE4B
trichlormethiazide	SLC12A1
trichlormethiazide	ATP1A1
trichlormethiazide	CA1
trichlormethiazide	CA2
trichlormethiazide	CA4
tridihexethyl	CHRM1
tridihexethyl	CHRM2
tridihexethyl	CHRM3
trifluridine	TYMS
tyloxapol	LPL
tyloxapol	NFKB2
urosiol	NFE2L2
viloxazine	SLC6A2
viloxazine	SLC6A4
xamoterol	ADRB1
BRD-K80767319	IDH1
ACDPP	GRM5
idelalisib	PIK3CD
idelalisib	PIK3CG
idelalisib	CCL3
idelalisib	CCL4
idelalisib	PIK3CA
idelalisib	PIK3CB
BRD-A68202111	ATP1A1
BRD-A68202111	ATP1A2
BRD-A68202111	ATP1A3
BRD-A68202111	ATP1A4
BRD-A68202111	ATP1B1
BRD-A68202111	ATP1B2
BRD-A68202111	ATP1B3
BRD-A68202111	ATP1B4
BRD-A68202111	FXYD2
BRD-A84066268	ATP1A1
BRD-A84066268	ATP1A2
BRD-A84066268	ATP1A3
BRD-A84066268	ATP1A4
BRD-A84066268	ATP1B1
BRD-A84066268	ATP1B2
BRD-A84066268	ATP1B3
BRD-A84066268	ATP1B4
BRD-A84066268	FXYD2
GSK-650394	SGK1
GSK-650394	SGK2
PP242	MTOR
PP242	PASK
tacedinaline	HDAC1
HDAC3-selective	HDAC3
plerixafor	CXCR4
plerixafor	ACKR3
plerixafor	CCR4
NVP-AEW541	IGF1R
NVP-AEW541	INSR
tivantinib	MET
AT7867	AKT2
AT7867	GSK3B
AT7867	PKIA
AT7867	PRKACA
AT7867	ROCK2
AZD-1480	JAK1
AZD-1480	JAK2
AZD-1480	JAK3
AZD-5438	CCNB1
AZD-5438	CCNE1
AZD-5438	CDK1
AZD-5438	CDK2
AZD-5438	KCNH2
amuvatinib	KIT
amuvatinib	FLT3
amuvatinib	MET
amuvatinib	PDGFRA
amuvatinib	AXL
amuvatinib	MST1R
amuvatinib	RAD51
amuvatinib	RET
BMS-509744	ITK
BMS-777607	MET
BMS-777607	AXL
BMS-777607	MERTK
BMS-777607	MST1R
BMS-777607	TYRO3
BMS-777607	FLT3
CHIR-99021	CDK1
CHIR-99021	GSK3A
CHIR-99021	GSK3B
CHIR-99021	MAPK1
momelotinib	JAK1
momelotinib	JAK2
momelotinib	JAK3
doramapimod	MAPK14
doramapimod	MAPK11
doramapimod	MAPK12
doramapimod	DDR2
doramapimod	MAPK13
foretinib	KDR
foretinib	MET
foretinib	AXL
foretinib	FLT1
foretinib	FLT3
foretinib	FLT4
foretinib	KIT
foretinib	MST1R
foretinib	TEK
GSK-690693	AKT1
GSK-690693	AKT3
GSK-690693	AKT2
GSK-690693	PRKCQ
GSK-690693	GSK3B
GSK-690693	PAK4
GSK-690693	PAK6
GSK-690693	PAK7
GSK-690693	PRKCB
GSK-690693	PRKCD
GSK-690693	PRKCE
GSK-690693	PRKCH
GSK-690693	PRKG1
GSK-690693	PRKX
GSK-690693	ROCK1
trametinib	MAP2K1
trametinib	MAP2K2
trametinib	CYP2C8
trametinib	CYP3A4
KIN001-266	MAP3K8
KIN001-266	TNF
KU-60019	ATM
MGCD-265	KDR
MGCD-265	MET
NVP-BGJ398	FGFR1
NVP-BGJ398	FGFR2
NVP-BGJ398	FGFR3
NVP-BGJ398	FGFR4
NVP-BGJ398	KDR
buparlisib	PIK3CA
buparlisib	PIK3CG
OSI-930	KIT
OSI-930	KDR
OSI-930	PDGFB
OSI-930	PDGFRB
ibrutinib	BTK
ibrutinib	BLK
ibrutinib	BMX
PF-477736	CHEK1
PF-477736	CHEK2
pelitinib	EGFR
pelitinib	ERBB2
ponatinib	ABL1
ponatinib	BCR
ponatinib	FLT3
ponatinib	RET
ponatinib	FGFR1
ponatinib	FGFR2
ponatinib	FGFR3
ponatinib	FGFR4
ponatinib	KIT
ponatinib	TEK
ponatinib	CYP2C8
ponatinib	CYP3A5
ponatinib	FGF2
ponatinib	FLT1
ponatinib	KDR
ponatinib	LCK
ponatinib	LYN
ponatinib	PDGFRA
ponatinib	SRC
SAR-245409	MTOR
SAR-245409	PIK3CG
SGX523	MET
BMS-387032	CDK2
BMS-387032	CDK7
BMS-387032	CDK9
BMS-387032	MCL1
nintedanib	FLT1
nintedanib	FLT4
nintedanib	KDR
nintedanib	PDGFRA
nintedanib	FGFR1
nintedanib	FGFR3
nintedanib	PDGFRB
nintedanib	FGFR2
nintedanib	FGFR4
nintedanib	LYN
Y-39983	ROCK1
Y-39983	ROCK2
rondual-kinase-inhibitor	MET
BRD-K27237442	DRD1
(+/-)-7-hydroxy-2-(N,N-di-n-propylamino)tetralin	DRD2
(+/-)-7-hydroxy-2-(N,N-di-n-propylamino)tetralin	DRD3
YM-09151-2	DRD2
YM-09151-2	DRD3
YM-09151-2	DRD4
BRD-K18722736	OPRD1
BRD-K18722736	OPRK1
BRD-K18722736	OPRM1
SK-383933	DRD1
SK-383933	DRD5
SK-383933	CALY
BRD-K28308851	HRH3
BRD-K67582595	DRD1
BRD-K67582595	DRD2
BRD-K67582595	DRD5
alpha-methylserotonin	HTR1D
alpha-methylserotonin	HTR1E
alpha-methylserotonin	HTR1F
alpha-methylserotonin	HTR2A
alpha-methylserotonin	HTR2B
alpha-methylserotonin	HTR2C
alpha-methylserotonin	HTR4
1,2,3,4-tetrahydroisoquinoline	ADRA2A
1,2,3,4-tetrahydroisoquinoline	ADRA2B
1,2,3,4-tetrahydroisoquinoline	ADRA2C
2-aminotetralin	HTR1A
2-aminotetralin	HTR1D
2-aminotetralin	HTR2A
(+)-3-(1-propyl-piperidin-3-yl)-phenol	DRD1
(+)-3-(1-propyl-piperidin-3-yl)-phenol	DRD2
(+)-3-(1-propyl-piperidin-3-yl)-phenol	DRD3
(+)-3-(1-propyl-piperidin-3-yl)-phenol	DRD4
(+)-3-(1-propyl-piperidin-3-yl)-phenol	DRD5
5-hydroxytryptophan	SLC36A1
5-hydroxytryptophan	SLC36A2
BRD-A05729358	GRM1
aminobenztropine	CHRM1
aminobenztropine	SLC6A3
chrysamine-g	APP
ciproxifan	HRH3
ciproxifan	ADRA2A
ciproxifan	ADRA2C
ciproxifan	HRH4
ciproxifan	HTR3A
DASB	SLC6A4
GGTI-298	CDKN1A
IDAM	SLC6A4
JMV-431	NTSR1
JMV-431	NTSR2
kaempferol	AKR1B1
kaempferol	ALOX15B
kaempferol	ALOX5
kaempferol	AR
kaempferol	CYP1B1
kaempferol	ESRRA
kaempferol	ESRRG
kaempferol	GLO1
kaempferol	HSD17B1
kaempferol	JAK3
kaempferol	PTGS1
kaempferol	STAT6
kaempferol	UGT3A1
kaempferol	XDH
methyltyramine	TAAR1
norcitalopram	SLC6A4
norcitalopram	SLC6A2
BRD-A74767450	ADORA1
RN1	KDM1A
SIB-1508Y	CHRNB2
SKF-83822	DRD1
SKF-83822	DRD5
SKF-83959	DRD1
SR-12813	NR1I2
SR-12813	HMGCR
SR-12813	NR1H4
rimonabant	CNR1
rimonabant	GPR55
rimonabant	IL6
SR-144528	CNR2
SR-147778	CNR1
SR-147778	CNR2
SR-48692	NTSR1
SR-48692	NTSR2
serotonin	HTR1A
serotonin	HTR1B
serotonin	HTR1D
serotonin	HTR2A
serotonin	HTR2B
serotonin	HTR2C
serotonin	HTR3A
serotonin	HTR3B
serotonin	HTR4
serotonin	HTR5A
serotonin	HTR6
serotonin	HTR7
serotonin	DRD1
serotonin	DRD5
serotonin	HTR1E
serotonin	HTR1F
serotonin	NTRK2
serotonin	SLC36A1
serotonin	SPR
sirtinol	SIRT1
sirtinol	SIRT2
suramin	FSHR
suramin	P2RY2
suramin	RYR1
suramin	F2
suramin	HPSE
suramin	P2RY1
suramin	P2RY11
suramin	P2RY13
suramin	PLA2G2A
suramin	RYR2
suramin	SIRT5
tropapride	DRD2
tyramine	TAAR1
WAY-405	HTR1A
WAY-100635	HTR1A
ABC-294640	SPHK2
Ac-Leu-Leu-Nle-CHO	PSMA7
adapalene	RARB
adapalene	RARA
adapalene	RARG
adapalene	RXRA
adapalene	RXRB
adapalene	RXRG
aminoresveratrol	CYP19A1
anacardic-acid	GAPDH
BG-1005	HDAC1
BG-1005	HDAC2
BG-1005	HDAC3
BG-1005	HDAC6
BG-1013	HDAC1
BG-1013	HDAC2
BG-1032	HDAC3
BML-278	SIRT1
carnosol	ALOX5
carnosol	PPARG
dithiothreitol	HMGCR
dithiothreitol	PPIB
dithiothreitol	TK1
diarylsulfonesulfonamide	SRFP1
epirubicin	TOP2A
epirubicin	CHD1
ellagic-acid	CA1
ellagic-acid	CA12
ellagic-acid	CA14
ellagic-acid	CA2
ellagic-acid	CA4
ellagic-acid	CA6
ellagic-acid	CA9
ellagic-acid	SYK
ellagic-acid	AKR1B1
ellagic-acid	BACE1
ellagic-acid	CA3
ellagic-acid	CA5A
ellagic-acid	CA5B
ellagic-acid	CA7
ellagic-acid	CSNK2A1
ellagic-acid	GSK3B
ellagic-acid	PRKACA
ellagic-acid	PRKCA
ellagic-acid	PRKCB
ellagic-acid	SQLE
exifone	TYR
FH-535	PPARD
FH-535	PPARG
gallic-acid	CA1
gallic-acid	APP
gallic-acid	CA12
gallic-acid	CA14
gallic-acid	CA2
gallic-acid	CA4
gallic-acid	CA6
gallic-acid	CA9
gallic-acid	PPARG
gallic-acid	SELP
garcinol	EP300
garcinol	KAT2B
glucosamine	IFNG
glucosamine	IL1B
glucosamine	MMP9
glucosamine	NFKB2
glucosamine	TNF
harmine	MAOA
harmine	CDK2
harmine	CDK5
harmine	DYRK1A
harmine	SLC1A2
hexachlorophene	ENPP2
hexachlorophene	GLUD1
hexachlorophene	SDHD
IM-12	GSK3B
ionomycin	PPARG
licochalcone-a	PTPN1
licochalcone-a	TOP1
NO-ASA	IKBKB
NO-ASA	INS
NO-ASA	PTGS1
NO-ASA	PTGS2
oxamflatin	HDAC1
plumbagin	EP300
plumbagin	KAT2B
purpurogallin	BCL2L1
purpurogallin	ACP1
purpurogallin	COMT
purpurogallin	SELL
purpurogallin	SELP
spermidine	KCNJ4
spermidine	TXNRD1
TNP-470	METAP2
usnic-acid	PTPN1
WAY-262611	DKK1
z-guggulsterone	NR1H4
z-guggulsterone	ESR1
z-guggulsterone	IKBKB
z-guggulsterone	NR1I2
z-guggulsterone	PGR
Z-36	BCL2L1
SA-97110	CASP3
l-buthionine-sulfoximine	GCLM
cisplatin	FASLG
cisplatin	SLC22A2
cisplatin	TXNRD1
cisplatin	TXNRD2
cisplatin	XIAP
iniparib	PARP1
glutamine	CTPS1
glutamine	GLUL
glutamine	GPRC6A
glutamine	PPAT
alpha-tocopherol	ALOX5
alpha-tocopherol	DGKA
alpha-tocopherol	NR1I2
alpha-tocopherol	PPP2CA
alpha-tocopherol	PPP2CB
alpha-tocopherol	PRKCA
alpha-tocopherol	PRKCB
alpha-tocopherol	SEC14L2
alpha-tocopherol	SEC14L3
alpha-tocopherol	SEC14L4
BRD-K93367411	KEAP1
BRD-K98948170	KEAP1
MW-SHH-97	DHH
MW-SHH-97	IHH
MW-SHH-97	PTCH1
MW-SHH-97	SMO
avicin-d	NOS2
avicin-g	NOS2
tert-butylhydroquinone	MAPK12
tert-butylhydroquinone	NFE2L2
TUL_XIX003	ROCK1
TUL_XIX003	ROCK2
BG-STK33-59	STK33
dabrafenib	BRAF
dabrafenib	CYP2B6
dabrafenib	CYP2C19
dabrafenib	CYP2C8
dabrafenib	CYP3A4
dabrafenib	LIMK1
dabrafenib	NEK11
dabrafenib	RAF1
dabrafenib	SIK1
MRE-269	PTGIR
MRE-269	P2RY12
MRE-269	PPARD
MRE-269	PTGDR
MRE-269	PTGER1
MRE-269	PTGER2
MRE-269	PTGER3
MRE-269	PTGER4
avrainvillamide-analog-5	NPM1
equol	ESR2
equol	ESR1
AT-9283	AURKA
AT-9283	AURKB
AT-9283	ABL1
AT-9283	BCR
AT-9283	FLT3
AT-9283	JAK2
AT-9283	JAK3
AT-9283	RPS6KA6
AT-9283	STK17A
avrainvillamide-analog-4	NPM1
avrainvillamide-analog-3	NPM1
avrainvillamide-analog-2	NPM1
avrainvillamide-analog-6	NPM1
MK-5108	AURKA
MK-5108	AURKB
MK-5108	AURKC
avrainvillamide-analog-1	NPM1
ENMD-2076	AURKA
ENMD-2076	FLT3
ENMD-2076	KDR
ENMD-2076	PDGFRA
ENMD-2076	SRC
ENMD-2076	CSF1R
ENMD-2076	EPHA1
ENMD-2076	FGFR1
ENMD-2076	FGFR2
ENMD-2076	FGFR3
ENMD-2076	FLT4
ENMD-2076	KIT
ENMD-2076	PTK2
alisertib	AURKA
PF-543	SPHK1
